Id,Schedule,Title,Type of Work,Company,Location,Pay,Status,State,City,Talent Type(s),Buyer Rating,Confirmed Start Time,Country,Distance,Estimated Total,Invoice ID,My Performance,Requests,Routes,Service Date,Shipments,Template,WO Rating,Zip,Schedule Note
11926416,08-11-2022 09:00 EDT,Internet Caption Phone (VoIP) Installation and Training,POTS,ClearCaptions Inside Sales,"NEW YORK, NY, 10003",$90 ,Paid,NY,NEW YORK,,0,08-11-2022 09:00 EDT,US,258,$68 ,,,0,84,08-11-2022 09:00 EDT,0,VoIP Install and Training (Old),5,10003,
11945884,08-10-2022 11:00 EDT,Landline Caption Phone (PSTN) Installation and Training,POTS,ClearCaptions Inside Sales,"BRONX, NY, 10452",$90 ,Paid,NY,BRONX,,0,08-10-2022 11:00 EDT,US,249,$75 ,,,0,23,08-10-2022 11:00 EDT,0,BLUE Installation / Training - (Standard) - old,5,10452,
11886652,08-09-2022 15:00 EDT,Sadie Thornton -- Login from HOME and reset/change your Synchrony password,Windows Device,PIVITAL,"New York, NY, 10036",$20 ,Paid,NY,New York,,0,08-09-2022 15:00 EDT,US,256,$20 ,,,0,,08-09-2022 15:00 EDT,0,ComputaCenter_Synchrony_Virtual_Training,5,10036,
11952326,08-09-2022 09:00 EDT,Onsite Request - Office Move,Windows Device,Thrive Networks,"New York, NY, 10022",$300 ,Paid,NY,New York,,0,08-09-2022 09:00 EDT,US,256,$198.75 ,,,0,,08-09-2022 09:00 EDT,0,,5,10022,
11774387,08-03-2022 19:00 EDT,SCO Installation - Assist Position,Point of Sale,PIVITAL,"LINDEN, NJ, 7036",$250 ,Paid,NJ,LINDEN,,0,08-03-2022 19:00 EDT,US,268,$175.75 ,,,0,,08-03-2022 19:00 EDT,0,NCR_Walmart_SCO_FET_Assist_Template,5,7036,
11849649,08-03-2022 15:00 EDT,Landline Caption Phone (PSTN) Installation and Training,POTS,ClearCaptions Inside Sales,"Bronx, NY, 10462",$90 ,Paid,NY,Bronx,,0,08-03-2022 15:00 EDT,US,249,$65 ,,5,1,62,08-03-2022 15:00 EDT,0,BLUE Installation / Training - (Standard) - old,5,10462,
11774386,08-02-2022 19:00 EDT,SCO Installation - Assist Position,Point of Sale,PIVITAL,"LINDEN, NJ, 7036",$250 ,Paid,NJ,LINDEN,,0,08-02-2022 19:00 EDT,US,268,$231 ,,,0,,08-02-2022 19:00 EDT,0,NCR_Walmart_SCO_FET_Assist_Template,5,7036,
11849896,07-30-2022 15:00 EDT,Internet Caption Phone (VoIP) Installation and Training,POTS,ClearCaptions Inside Sales,"BRONX, NY, 10458",$90 ,Paid,NY,BRONX,,0,07-30-2022 15:00 EDT,US,247,$65 ,,,1,63,07-30-2022 15:00 EDT,0,VoIP Install and Training (Old),5,10458,
11865018,07-28-2022 15:00 EDT,Landline Caption Phone (PSTN) Installation and Training,POTS,ClearCaptions Inside Sales,"SOUTH RICHMOND HILL, NY, 11419",$90 ,Paid,NY,SOUTH RICHMOND HILL,,0,07-28-2022 15:00 EDT,US,260,$69.25 ,,,0,58,07-28-2022 15:00 EDT,0,BLUE Installation / Training - (Standard) - old,0,11419,
11842471,07-28-2022 11:00 EDT,Landline Caption Phone (PSTN) Installation and Training,POTS,ClearCaptions Inside Sales,"BRONX, NY, 10458",$90 ,Paid,NY,BRONX,,0,07-28-2022 11:00 EDT,US,248,$65 ,,,0,61,07-28-2022 11:00 EDT,0,BLUE Installation / Training - (Standard) - old,5,10458,
11829503,07-27-2022 09:00 EDT,Internet Caption Phone (VoIP) Installation and Training,POTS,ClearCaptions Inside Sales,"NEW YORK, NY, 10029",$101.50 ,Paid,NY,NEW YORK,,0,07-27-2022 09:00 EDT,US,253,$101.50 ,,,1,61,07-27-2022 09:00 EDT,0,VoIP Install and Training (Old),5,10029,
11821458,07-23-2022 09:00 EDT,Internet Caption Phone (VoIP) Installation and Training,POTS,ClearCaptions Inside Sales,"BRONX, NY, 10473",$90 ,Paid,NY,BRONX,,0,07-23-2022 09:00 EDT,US,251,$65 ,,,0,86,07-23-2022 09:00 EDT,0,VoIP Install and Training (Old),5,10473,
11813614,07-22-2022 13:00 EDT,Landline Caption Phone (PSTN) Installation and Training,POTS,ClearCaptions Inside Sales,"NEW YORK, NY, 10009",$90 ,Paid,NY,NEW YORK,,0,07-22-2022 13:00 EDT,US,258,$73.50 ,,,0,87,07-22-2022 13:00 EDT,0,BLUE Installation / Training - (Standard) - old,0,10009,
11835301,07-20-2022 14:00 EDT,Install Health Monitor device in a home ~ 20 minutes,General Tasks,Connect America -Dispatch,"Woodside, NY, 11377",$50 ,Paid,NY,Woodside,,0,07-20-2022 14:00 EDT,US,256,$50 ,,,1,11,07-20-2022 14:00 EDT,0,Install Health Monitor device in a home,5,11377,
11809940,07-15-2022 08:00 EDT,"Break fix/IMACD support, with Smart Hands support 7/15",General Tasks,Hemmersbach US,"new york, NY, 10018",$360 ,Paid,NY,new york,,0,07-15-2022 08:00 EDT,US,256,$216 ,,,4,,07-15-2022 08:00 EDT,0,"TCS Mace - CC: 3902 US) Break fix/IMACD support, with Smart Hands support",5,10018,
11749194,07-08-2022 13:00 EDT,Landline Caption Phone (PSTN) Installation and Training,POTS,ClearCaptions Inside Sales,"NEW YORK, NY, 10021",$90 ,Paid,NY,NEW YORK,,0,07-08-2022 13:00 EDT,US,255,$71.25 ,,,0,84,07-08-2022 13:00 EDT,0,BLUE Installation / Training - (Standard) - old,0,10021,
11756222,07-07-2022 08:00 EDT,Internet Caption Phone (VoIP) Installation and Training,POTS,ClearCaptions Inside Sales,"NEW YORK, NY, 10025",$90 ,Paid,NY,NEW YORK,,0,07-07-2022 08:00 EDT,US,252,$73 ,,,0,8,07-07-2022 08:00 EDT,0,VoIP Install and Training (Old),0,10025,
11721172,07-05-2022 13:00 EDT,Landline Caption Phone (PSTN) Installation and Training,POTS,ClearCaptions Inside Sales,"NEW YORK, NY, 10024",$90 ,Paid,NY,NEW YORK,,0,07-05-2022 13:00 EDT,US,254,$90 ,,,0,131,07-05-2022 13:00 EDT,0,BLUE Installation / Training - (Standard) - old,0,10024,
11689003,07-01-2022 08:00 EDT,Landline Caption Phone (PSTN) Installation and Training,POTS,ClearCaptions Inside Sales,"NEW YORK, NY, 10009",$90 ,Paid,NY,NEW YORK,,0,07-01-2022 08:00 EDT,US,258,$67 ,,,2,69,07-01-2022 08:00 EDT,0,BLUE Installation / Training - (Standard) - old,0,10009,
11707738,06-30-2022 09:00 EDT,Internet Caption Phone (VoIP) Installation and Training,POTS,ClearCaptions Inside Sales,"BRONX, NY, 10455",$90 ,Paid,NY,BRONX,,0,06-30-2022 09:00 EDT,US,251,$68.25 ,,,0,80,06-30-2022 09:00 EDT,0,VoIP Install and Training (Old),0,10455,
11681119,06-24-2022 09:00 EDT,Poster Printer Install and Train - 195480,Printer,"Velocity, Inc","Bergenfield, NJ, 07621",$393.73 ,Paid,NJ,Bergenfield,,0,06-24-2022 09:00 EDT,US,244,$393.73 ,,,0,,06-24-2022 09:00 EDT,0,,0,7621,
11716067,06-23-2022 21:00 EDT,Sadie Thornton -- Login from HOME and reset/change your Synchrony password,Windows Device,PIVITAL,"New York, NY, 10036",$20 ,Paid,NY,New York,,0,06-23-2022 21:00 EDT,US,256,$20 ,,,0,,06-23-2022 21:00 EDT,0,ComputaCenter_Synchrony_Virtual_Training,5,10036,
11681103,06-23-2022 08:00 EDT,Poster Printer Install and Train - 195467,Printer,"Velocity, Inc","Dumont, NJ, 07628",$324.80 ,Paid,NJ,Dumont,,0,06-23-2022 08:00 EDT,US,243,$324.80 ,,,0,,06-23-2022 08:00 EDT,0,,0,7628,
11674222,06-22-2022 09:00 EDT,Poster Printer Install and Train - 195392,Printer,"Velocity, Inc","Ft. Lee, NJ, 07024",$439.11 ,Paid,NJ,Ft. Lee,,0,06-22-2022 09:00 EDT,US,249,$439.11 ,,,0,,06-22-2022 09:00 EDT,0,,0,7024,
11690518,06-21-2022 12:30 EDT,Poster Printer Troubleshooting - 195697,Printer,"Velocity, Inc","Brooklyn, NY, 11203",$320 ,Paid,NY,Brooklyn,,0,06-21-2022 12:30 EDT,US,262,$320 ,,,0,,06-21-2022 12:30 EDT,0,,4,11203,
11610501,06-13-2022 08:00 EDT,Amazon New Store Project - Woodland Park - Multiple LABORER Techs Needed  (5 day work week ),General Tasks,IW Technologies,Amazon US-NJ-38,"$1,000 ",Paid,NJ,Woodland Park,,0,06-13-2022 08:00 EDT,US,249,$628.50 ,,,3,,06-13-2022 08:00 EDT,0,Amazon New Store Project - Multiple Laborer Techs Needed,5,7424,
11598005,06-10-2022 09:00 EDT,Internet Caption Phone (VoIP) Installation and Training,POTS,ClearCaptions Inside Sales,"NEW YORK, NY, 10016",$94 ,Paid,NY,NEW YORK,,0,06-10-2022 09:00 EDT,US,256,$94 ,,,0,74,06-10-2022 09:00 EDT,0,VoIP Install and Training (Old),5,10016,
11597082,06-09-2022 11:00 EDT,Landline Caption Phone (PSTN) Installation and Training,POTS,ClearCaptions Inside Sales,"MANHATTAN, NY, 10027",$90 ,Paid,NY,MANHATTAN,,0,06-09-2022 11:00 EDT,US,250,$65 ,,,0,73,06-09-2022 11:00 EDT,0,BLUE Installation / Training - (Standard) - old,5,10027,
11607319,06-08-2022 09:00 EDT,EU needs a tech for laptop / monitor setups,Windows Device,Techs In A Sec,"White Oak Commercial Finance, llc - New York, NY  10036",$120 ,Paid,NY,New York,,0,06-08-2022 09:00 EDT,US,256,$35.10 ,,,0,497,06-08-2022 09:00 EDT,0,.Basic WO,5,10036,
11559474,06-07-2022 09:00 EDT,PCs Removal / Docking Station Installations / FedEx Drop off / Up to 2 days onsite,Windows Device,SmartSource Inc.,TSG Brunswick,$720 ,Paid,NJ,Brunswick,,0,06-07-2022 09:00 EDT,US,279,$414 ,,,3,,06-07-2022 09:00 EDT,0,Siegfried Group - Technical Services Retainer,5,8816,
11539767,06-06-2022 07:45 EDT,PC/Laptop Domain Migration,Windows Device,Essintial,White Cap,$280 ,Paid,NY,Woodside,,0,06-06-2022 07:45 EDT,US,255,$204.05 ,,,0,,06-06-2022 07:45 EDT,0,Allied/HD Supply PC Migration / Site Survey,0,11377,
11528475,05-27-2022 11:00 EDT,Landline Caption Phone (PSTN) Installation and Training,POTS,ClearCaptions Inside Sales,"SOMERSET, NJ, 08873",$90 ,Paid,NJ,SOMERSET,,0,05-27-2022 11:00 EDT,US,277,$83 ,,,0,84,05-27-2022 11:00 EDT,0,BLUE Installation / Training - (Standard) - old,5,8873,
11571307,05-26-2022 11:00 EDT,Desktop PC Replacement,Windows Device,TDX Tech LLC,"Elizabeth, NJ, 07201",$120 ,Paid,NJ,Elizabeth,,0,05-26-2022 11:00 EDT,US,264,$120 ,,,1,,05-26-2022 11:00 EDT,0,Coach Desktop/Warranty,0,7201,
11510427,05-24-2022 11:00 EDT,"Sadie Thornton -- Syf Monthly Onsite Visit* Login/Reset PW, Trainings, Get familiar w/ the site",Windows Device,PIVITAL,"New York, NY, 10036",$80 ,Paid,NY,New York,,0,05-24-2022 11:00 EDT,US,256,$80 ,,,0,,05-24-2022 11:00 EDT,0,ComputaCenter_Synchrony_Hands_and_Eyes_Low_Dispatch,5,10036,
11501625,05-19-2022 07:45 EDT,PC/Laptop Domain Migration,Windows Device,Essintial,White Cap,$280 ,Paid,NY,Woodside,,0,05-19-2022 07:45 EDT,US,255,$35 ,,5,0,,05-19-2022 07:45 EDT,0,Allied/HD Supply PC Migration / Site Survey,0,11377,
11519849,05-17-2022 09:00 EDT,Swap desktops(prestaged)/monitors / connect to network printer - 48 machines / 3-4 days,Windows Device,SmartSource Inc.,"Hazlet, NJ, 07730","$1,200 ",Paid,NJ,Hazlet,,0,05-17-2022 09:00 EDT,US,280,"$1,200 ",,,4,,05-17-2022 09:00 EDT,0,Brookdale,5,7730,
11517304,05-16-2022 08:00 EDT,Desktop support tech required for 1 week,Windows Device,Ovation Workplace Services,"Princeton, NJ, 08543",$320 ,Paid,NJ,Princeton,,0,05-16-2022 08:00 EDT,US,290,$307.60 ,,,1,,05-16-2022 08:00 EDT,0,Baltimore-'desktop support,5,8543,
11511940,05-13-2022 08:00 EDT,Desktop support tech required for 1 week,Windows Device,Ovation Workplace Services,"Princeton, NJ, 08543",$320 ,Paid,NJ,Princeton,,0,05-13-2022 08:00 EDT,US,290,$240.40 ,,,0,,05-13-2022 08:00 EDT,0,Baltimore-'desktop support,5,8543,
11506114,05-12-2022 08:00 EDT,Desktop support tech required for 1 week,Windows Device,Ovation Workplace Services,"Princeton, NJ, 08543",$320 ,Paid,NJ,Princeton,,0,05-12-2022 08:00 EDT,US,290,$311.20 ,,,1,,05-12-2022 08:00 EDT,0,Baltimore-'desktop support,5,8543,
11500138,05-11-2022 08:00 EDT,Desktop support tech required for 1 week,Windows Device,Ovation Workplace Services,"Princeton, NJ, 08543",$320 ,Paid,NJ,Princeton,,0,05-11-2022 08:00 EDT,US,290,$317.20 ,,5,0,,05-11-2022 08:00 EDT,0,Baltimore-'desktop support,5,8543,
11493770,05-10-2022 08:00 EDT,Desktop support tech required for 1 week,Windows Device,Ovation Workplace Services,"Princeton, NJ, 08543",$320 ,Paid,NJ,Princeton,,0,05-10-2022 08:00 EDT,US,290,$314 ,,,0,,05-10-2022 08:00 EDT,0,Baltimore-'desktop support,5,8543,
11488224,05-09-2022 08:00 EDT,Desktop support tech required for 1 week,Windows Device,Ovation Workplace Services,"Princeton, NJ, 08543",$320 ,Paid,NJ,Princeton,,0,05-09-2022 08:00 EDT,US,290,$320 ,,,1,,05-09-2022 08:00 EDT,0,Baltimore-'desktop support,5,8543,
11480922,05-06-2022 08:00 EDT,Desktop support tech required for 1 week,Windows Device,Ovation Workplace Services,"Princeton, NJ, 08543",$320 ,Paid,NJ,Princeton,,0,05-06-2022 08:00 EDT,US,290,$318.80 ,,,1,,05-06-2022 08:00 EDT,0,Baltimore-'desktop support,5,8543,
11474303,05-05-2022 08:00 EDT,Desktop support tech required for 1 week,Windows Device,Ovation Workplace Services,"Princeton, NJ, 08543",$320 ,Paid,NJ,Princeton,,0,05-05-2022 08:00 EDT,US,290,$312 ,,5,1,,05-05-2022 08:00 EDT,0,Baltimore-'desktop support,5,8543,
11466806,05-04-2022 08:00 EDT,Desktop support tech required for 1 week,Windows Device,Ovation Workplace Services,"Princeton, NJ, 08543",$320 ,Paid,NJ,Princeton,,0,05-04-2022 08:00 EDT,US,290,$320 ,,,0,,05-04-2022 08:00 EDT,0,Baltimore-'desktop support,5,8543,
11459813,05-03-2022 08:00 EDT,Desktop support tech required for 1 week,Windows Device,Ovation Workplace Services,"Princeton, NJ, 08543",$320 ,Paid,NJ,Princeton,,0,05-03-2022 08:00 EDT,US,290,$296.40 ,,,0,,05-03-2022 08:00 EDT,0,Baltimore-'desktop support,5,8543,
11417583,04-25-2022 08:00 EDT,Desktop support tech required for 1 week,Windows Device,Ovation Workplace Services,"Princeton, NJ, 08543",$320 ,Paid,NJ,Princeton,,0,04-25-2022 08:00 EDT,US,290,$256.80 ,,,1,,04-25-2022 08:00 EDT,0,Baltimore-'desktop support,5,8543,
11292634,04-21-2022 09:00 EDT,Insight | GBT | Device Set up | 8 weeks | $40/hr,Windows Device,Insight Enterprises Inc.,GBT - NY,$430 ,Paid,NY,New York,,0,04-21-2022 09:00 EDT,US,256,$344.86 ,,,0,,04-21-2022 09:00 EDT,0,GBT Device Set Up,0,10017,
11292632,04-20-2022 09:00 EDT,Insight | GBT | Device Set up | 8 weeks | $40/hr,Windows Device,Insight Enterprises Inc.,GBT - NY,$430 ,Paid,NY,New York,,0,04-20-2022 09:00 EDT,US,256,$333.25 ,,5,0,,04-20-2022 09:00 EDT,0,GBT Device Set Up,0,10017,
11292631,04-19-2022 09:00 EDT,Insight | GBT | Device Set up | 8 weeks | $40/hr,Windows Device,Insight Enterprises Inc.,GBT - NY,$430 ,Paid,NY,New York,,0,04-19-2022 09:00 EDT,US,256,$337.98 ,,,0,,04-19-2022 09:00 EDT,0,GBT Device Set Up,0,10017,
11292627,04-18-2022 09:00 EDT,Insight | GBT | Device Set up | 8 weeks | $40/hr,Windows Device,Insight Enterprises Inc.,GBT - NY,$344 ,Paid,NY,New York,,0,04-18-2022 09:00 EDT,US,256,$322.50 ,,,0,,04-18-2022 09:00 EDT,0,GBT Device Set Up,0,10017,
11292624,04-15-2022 09:00 EDT,Insight | GBT | Device Set up | 8 weeks | $40/hr,Windows Device,Insight Enterprises Inc.,GBT - NY,$402.91 ,Paid,NY,New York,,0,04-15-2022 09:00 EDT,US,256,$402.91 ,,5,0,,04-15-2022 09:00 EDT,0,GBT Device Set Up,0,10017,
11292621,04-14-2022 09:00 EDT,Insight | GBT | Device Set up | 8 weeks | $40/hr,Windows Device,Insight Enterprises Inc.,GBT - NY,$348.73 ,Paid,NY,New York,,0,04-14-2022 09:00 EDT,US,256,$348.73 ,,5,0,,04-14-2022 09:00 EDT,0,GBT Device Set Up,0,10017,
11292619,04-13-2022 09:00 EDT,Insight | GBT | Device Set up | 8 weeks | $40/hr,Windows Device,Insight Enterprises Inc.,GBT - NY,$344 ,Paid,NY,New York,,0,04-13-2022 09:00 EDT,US,256,$298.85 ,,5,0,,04-13-2022 09:00 EDT,0,GBT Device Set Up,0,10017,
11292614,04-12-2022 09:00 EDT,Insight | GBT | Device Set up | 8 weeks | $40/hr,Windows Device,Insight Enterprises Inc.,GBT - NY,$344 ,Paid,NY,New York,,0,04-12-2022 09:00 EDT,US,256,$307.45 ,,,0,,04-12-2022 09:00 EDT,0,GBT Device Set Up,0,10017,
11292612,04-11-2022 09:00 EDT,Insight | GBT | Device Set up | 8 weeks | $40/hr,Windows Device,Insight Enterprises Inc.,GBT - NY,$346.15 ,Paid,NY,New York,,0,04-11-2022 09:00 EDT,US,256,$346.15 ,,5,0,,04-11-2022 09:00 EDT,0,GBT Device Set Up,0,10017,
11215603,04-07-2022 11:00 EDT,"Sadie Thornton -- Syf Monthly Onsite Visit* Login/Reset PW, Trainings, Get familiar w/ the site",Windows Device,PIVITAL,"New York, NY, 10036",$80 ,Paid,NY,New York,,0,04-07-2022 11:00 EDT,US,256,$80 ,,5,0,,04-07-2022 11:00 EDT,0,ComputaCenter_Synchrony_Virtual_Training,5,10036,
10843473,04-04-2022 08:00 EDT,METLIFE - Return to Office Deskside Support: 200 Park NY - NSSR070 RITM3905985,Windows Device,DXC Technology Services LLC,MetLife - 200 Park Ave Office,"$1,200 ",Paid,NY,New York,,0,04-04-2022 08:00 EDT,US,256,"$1,126.20 ",,,4,,04-04-2022 08:00 EDT,0,MetLife - brief description location NSSRxxx RITM,0,10036,
10835944,03-30-2022 08:00 EDT,"METLIFE - Return to Office Deskside Support: 200 Park, NYC- NSSR070 RITM3905985",Windows Device,DXC Technology Services LLC,MetLife - 200 Park Ave Office,$720 ,Paid,NY,New York,,0,03-30-2022 08:00 EDT,US,256,$685.50 ,,5,0,,03-30-2022 08:00 EDT,0,MetLife - brief description location NSSRxxx RITM,0,10036,
10835625,03-28-2022 08:00 EDT,METLIFE - Return to Office Deskside Support: Bridgewater NJ - NSSR070 RITM3905985,Windows Device,DXC Technology Services LLC,MetLife - Bridgewater NJ Office,"$1,200 ",Paid,NJ,West Bridgewater,,0,03-28-2022 08:00 EDT,US,274,$228 ,,,0,,03-28-2022 08:00 EDT,0,MetLife - brief description location NSSRxxx RITM,4,8807,
11265670,03-23-2022 09:00 EDT,United Legwear - Staff Move Day 3,Windows Device,Tabush Consulting Group,"New York, NY, 10018",$150 ,Paid,NY,New York,,0,03-23-2022 09:00 EDT,US,256,$150 ,,5,0,,03-23-2022 09:00 EDT,0,,5,10018,
11255486,03-22-2022 11:30 EDT,"(COVID vaccination required, be prepared to show proof of vaccination if asked) Tech needed for Inventory & Restack on 03/16 (From 1 Pm)",Windows Device,"D2 Asset Corp., DBA DecisionOne","New York, NY, 10036",$200 ,Paid,NY,New York,,0,03-22-2022 11:30 EDT,US,256,$165 ,,,0,,03-22-2022 11:30 EDT,0,HCL,5,10036,
11233703,03-16-2022 13:00 EDT,"(COVID vaccination required, be prepared to show proof of vaccination if asked) Tech needed for Inventory & Restack on 03/16 (From 1 Pm)",Windows Device,"D2 Asset Corp., DBA DecisionOne","New York, NY, 10036",$200 ,Paid,NY,New York,,0,03-16-2022 13:00 EDT,US,256,$158.50 ,,,0,,03-16-2022 13:00 EDT,0,HCL,5,10036,
10903975,03-15-2022 19:45 EDT,Hilton ONQ - Overnight Refresh - Overall Server Lead (HPNNU/5),Server/Storage,SmartSource Inc.,"Nanuet, NY, 10954",$499.95 ,Paid,NY,Nanuet,,0,03-15-2022 19:45 EDT,US,233,$499.95 ,,5,0,,03-15-2022 19:45 EDT,0,Hilton - OnQ Sr. Support Overall Lead Technician,0,10954,
10917798,03-14-2022 19:45 EDT,Sr. Server Lead - Overnight Refresh (POUNY/7),Server/Storage,SmartSource Inc.,"Poughkeepsie, NY, 12601",$493.68 ,Paid,NY,Poughkeepsie,,0,03-14-2022 19:45 EDT,US,194,$493.68 ,,,0,,03-14-2022 19:45 EDT,0,Hilton - OnQ Sr. Support Overall Lead Technician,0,12601,
11193196,03-11-2022 10:00 EST,"(COVID vaccination required, be prepared to show proof of vaccination if asked) Tech needed for Inventory & Restack from 03/08 thru 03/11",Windows Device,"D2 Asset Corp., DBA DecisionOne","New York, NY, 10036",$311.50 ,Paid,NY,New York,,0,03-11-2022 10:00 EST,US,258,$311.50 ,,,0,,03-11-2022 10:00 EST,0,HCL,5,10036,
11193188,03-10-2022 10:00 EST,"(COVID vaccination required, be prepared to show proof of vaccination if asked) Tech needed for Inventory & Restack from 03/08 thru 03/11",Windows Device,"D2 Asset Corp., DBA DecisionOne","New York, NY, 10036",$329 ,Paid,NY,New York,,0,03-10-2022 10:00 EST,US,258,$329 ,,,0,,03-10-2022 10:00 EST,0,HCL,5,10036,
11193179,03-09-2022 10:00 EST,"(COVID vaccination required, be prepared to show proof of vaccination if asked) Tech needed for Inventory & Restack from 03/08 thru 03/11",Windows Device,"D2 Asset Corp., DBA DecisionOne","New York, NY, 10036",$317 ,Paid,NY,New York,,0,03-09-2022 10:00 EST,US,258,$317 ,,,0,,03-09-2022 10:00 EST,0,HCL,5,10036,
11193167,03-08-2022 10:00 EST,"(COVID vaccination required, be prepared to show proof of vaccination if asked) Tech needed for Inventory & Restack from 03/08 thru 03/11",Windows Device,"D2 Asset Corp., DBA DecisionOne","New York, NY, 10036",$300 ,Paid,NY,New York,,0,03-08-2022 10:00 EST,US,258,$292.50 ,,5,0,,03-08-2022 10:00 EST,0,HCL,5,10036,
11092514,03-01-2022 09:30 EST,"(COVID vaccination required, be prepared to show proof of vaccination if asked) 2 techs needed for deskside support for Tue/Wed/Thur for 3 weeks starting Feb 22nd thru Mar 10th",Windows Device,"D2 Asset Corp., DBA DecisionOne","NEW YORK, NY, 10017",$960 ,Paid,NY,NEW YORK,,0,03-01-2022 09:30 EST,US,256,$763.60 ,,5,0,,03-01-2022 09:30 EST,0,HCL,5,10017,
11092493,02-22-2022 09:30 EST,"(COVID vaccination required, be prepared to show proof of vaccination if asked) 2 techs needed for deskside support for Tue/Wed/Thur for 3 weeks starting Feb 22nd thru Mar 10th",Windows Device,"D2 Asset Corp., DBA DecisionOne","NEW YORK, NY, 10017",$960 ,Paid,NY,NEW YORK,,0,02-22-2022 09:30 EST,US,256,$754 ,,,2,,02-22-2022 09:30 EST,0,HCL,5,10017,
10932737,02-17-2022 09:00 EST,Insight | Tiffany's | Deskside Support L2 | 2 weeks | $35/hr for 8 hour/day,Windows Device,Insight Enterprises Inc.,204 5th Ave NY-Tiffanys,$280 ,Paid,NY,New York,,0,02-17-2022 09:00 EST,US,257,$262.50 ,,,3,,02-17-2022 09:00 EST,0,Tiffany - MAC End User Refresh Project,0,10010,
10932733,02-16-2022 09:00 EST,Insight | Tiffany's | Deskside Support L2 | 2 weeks | $35/hr for 8 hour/day,Windows Device,Insight Enterprises Inc.,204 5th Ave NY-Tiffanys,$280 ,Paid,NY,New York,,0,02-16-2022 09:00 EST,US,257,$266.70 ,,,3,,02-16-2022 09:00 EST,0,Tiffany - MAC End User Refresh Project,0,10010,
11101239,02-15-2022 11:00 EST,"Sadie Thornton -- *Do this from home* Login to the Synchrony system, reset your password and complete trainings*",Windows Device,PIVITAL,"New York, NY, 10010",$80 ,Paid,NY,New York,,0,02-15-2022 11:00 EST,US,257,$40 ,,,0,,02-15-2022 11:00 EST,0,ComputaCenter_Synchrony_Virtual_Training,5,10010,
10932731,02-15-2022 09:00 EST,Insight | Tiffany's | Deskside Support L2 | 2 weeks | $35/hr for 8 hour/day,Windows Device,Insight Enterprises Inc.,204 5th Ave NY-Tiffanys,$280 ,Paid,NY,New York,,0,02-15-2022 09:00 EST,US,257,$253.40 ,,,3,,02-15-2022 09:00 EST,0,Tiffany - MAC End User Refresh Project,0,10010,
10932729,02-14-2022 09:00 EST,Insight | Tiffany's | Deskside Support L2 | 2 weeks | $35/hr for 8 hour/day,Windows Device,Insight Enterprises Inc.,204 5th Ave NY-Tiffanys,$280 ,Paid,NY,New York,,0,02-14-2022 09:00 EST,US,257,$264.60 ,,,3,,02-14-2022 09:00 EST,0,Tiffany - MAC End User Refresh Project,0,10010,
10932727,02-11-2022 09:00 EST,Insight | Tiffany's | Deskside Support L2 | 2 weeks | $35/hr for 8 hour/day,Windows Device,Insight Enterprises Inc.,204 5th Ave NY-Tiffanys,$280 ,Paid,NY,New York,,0,02-11-2022 09:00 EST,US,257,$253.05 ,,,3,,02-11-2022 09:00 EST,0,Tiffany - MAC End User Refresh Project,0,10010,
10932725,02-10-2022 09:00 EST,Insight | Tiffany's | Deskside Support L2 | 2 weeks | $35/hr for 8 hour/day,Windows Device,Insight Enterprises Inc.,203 5th Ave NY-Tiffanys,$280 ,Paid,NY,New York,,0,02-10-2022 09:00 EST,US,257,$265.30 ,,,3,,02-10-2022 09:00 EST,0,Tiffany - MAC End User Refresh Project,0,10010,
10932722,02-09-2022 09:00 EST,Insight | Tiffany's | Deskside Support L2 | 2 weeks | $35/hr for 8 hour/day,Windows Device,Insight Enterprises Inc.,202 5th Ave NY-Tiffanys,$280 ,Paid,NY,New York,,0,02-09-2022 09:00 EST,US,257,$261.45 ,,,3,,02-09-2022 09:00 EST,0,Tiffany - MAC End User Refresh Project,0,10010,
10932720,02-08-2022 09:00 EST,Insight | Tiffany's | Deskside Support L2 | 2 weeks | $35/hr for 8 hour/day,Windows Device,Insight Enterprises Inc.,201 5th Ave NY-Tiffanys,$281.40 ,Paid,NY,New York,,0,02-08-2022 09:00 EST,US,257,$281.40 ,,,3,,02-08-2022 09:00 EST,0,Tiffany - MAC End User Refresh Project,0,10010,
10932719,02-07-2022 09:00 EST,Insight | Tiffany's | Deskside Support L2 | 2 weeks | $35/hr for 8 hour/day,Windows Device,Insight Enterprises Inc.,200 5th Ave NY-Tiffanys,$280 ,Paid,NY,New York,,0,02-07-2022 09:00 EST,US,257,$279.65 ,,,3,,02-07-2022 09:00 EST,0,Tiffany - MAC End User Refresh Project,0,10010,
10843994,02-03-2022 20:45 EST,Self Check Out Installation - Estimated 6 hours,Point of Sale,Essintial,CVS,$132 ,Paid,NY,NEW YORK,,0,02-03-2022 20:45 EST,US,258,$83.38 ,,,0,,02-03-2022 20:45 EST,0,TGCS SCO Assist template,0,10011,
10996932,02-03-2022 17:00 EST,Install and Training,POTS,ClearCaptions Inside Sales,"JERSEY CITY, NJ, 07307",$90 ,Paid,NJ,JERSEY CITY,,0,02-03-2022 17:00 EST,US,258,$66.25 ,,,0,68,02-03-2022 17:00 EST,0,BLUE Installation / Training - (Standard) - old,5,7307,
